name,full_name,short_name,image,height,weight,positions,date_of_birth,transfer_value,wage,preferred_foot,club_name,club_logo,club_kit_number,club_joined,club_contract_valid_until,country_flag,fc_profile_id,fc_club_id,total_apps,starting_apps,sub_apps,mins_played,motm,rating,red,yellow,goals,assists,shots_per_game,dribbles_per_game,fouled_per_game,offside_per_game,possession_lost_per_game,bad_touch_per_game,key_passes_per_game,passes_per_game,pass_accuracy,cross_per_game,long_pass_per_game,through_pass_per_game,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,own_goals
Adam Webster,Adam Webster,A. Webster,https://cdn.futbin.com/content/fifa24/img/players/207616.png,191,165,CB,1995-01-04,€13.5M,€72K,right,Brighton & Hove Albion,https://cdn.sofifa.net/meta/team/78/60.png,4,2019-08-03,2026,https://cdn.sofifa.net/flags/gb-eng.png,207616.0,1808,6,6,0,540,0,6.32,0,1,0,0,0.5,0,0.2,0,0,0.3,0.2,88.7,90.2,0,3.2,0,1.5,0.8,0.5,3.7,1.3,0.5,1
Carlos Baleba,Carlos Baleba,C. Baleba,https://cdn.futbin.com/content/fifa24/img/players/272500.png,179,165,CM,2004-01-03,€3.3M,€18K,left,Brighton & Hove Albion,https://cdn.sofifa.net/meta/team/78/60.png,20,2023-08-29,2028,https://cdn.sofifa.net/flags/cm.png,272500.0,1808,6,3,3,267,0,6.30,0,2,0,0,0.8,0.3,0.5,0,0.5,0.7,0.2,21.8,91.6,0,0.8,0,2.3,1,1.2,0.5,1.2,0.3,0
Igor Julio,Igor Julio,Igor Julio,,0,0,,,,,,Brighton,,,,,,,,5,4,1,334,0,6.30,0,1,0,0,0.2,0.2,0,0,0.4,0.6,0.4,66.6,93.1,0,0.6,0,0.8,0.6,1.2,1.4,0.2,0.2,0
Bart Verbruggen,Bart Verbruggen,B. Verbruggen,https://cdn.futbin.com/content/fifa24/img/players/258498.png,194,196,GK,2002-08-18,€10.5M,€30K,right,Brighton & Hove Albion,https://cdn.sofifa.net/meta/team/78/60.png,1,2023-07-03,2028,https://cdn.sofifa.net/flags/nl.png,258498.0,1808,5,5,0,450,0,6.27,0,0,0,0,0,0.2,0.2,0,0,0,0,43.2,86.1,0,5.2,0,0,0,0,0.4,0,0,0
Jason Steele,Jason Steele,J. Steele,https://cdn.futbin.com/content/fifa24/img/players/188836.png,188,174,GK,1990-08-18,€925K,€31K,right,Brighton & Hove Albion,https://cdn.sofifa.net/meta/team/78/60.png,23,2018-06-21,2025,https://cdn.sofifa.net/flags/gb-eng.png,188836.0,1808,7,7,0,630,0,6.27,0,0,0,0,0,0,0.1,0,0,0,0,38.3,86.6,0,4.1,0,0,0,0,0.4,0.1,0,0
Adam Lallana,Adam David Lallana,A. Lallana,https://cdn.futbin.com/content/fifa24/img/players/180819.png,178,161,"CAM,CM,CDM",1988-05-10,€3.1M,€49K,right,Brighton & Hove Albion,https://cdn.sofifa.net/meta/team/78/60.png,14,2020-07-27,2024,https://cdn.sofifa.net/flags/gb-eng.png,180819.0,1808,7,4,3,263,0,6.24,0,1,0,0,0,0.3,0.6,0,0.7,0.9,0.9,23.4,92.1,0.1,0,0.1,0.4,0.1,0.4,0.1,0.4,0,0
Jack Hinshelwood,Jack Hinshelwood,J. Hinshelwood,https://cdn.futbin.com/content/fifa24/img/players/277283.png,178,157,CDM,2005-04-11,€600K,€3K,right,Brighton & Hove Albion,https://cdn.sofifa.net/meta/team/78/60.png,41,2022-07-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,277283.0,1808,1,1,0,86,0,5.79,0,0,0,0,0,0,1,0,0,0,2,51,88.2,0,0,0,0,3,2,0,3,0,0
Jóhann Gudmundsson,Jóhann Gudmundsson,Jóhann Gudmundsson,,0,0,,,,,,Burnley,,,,,,,,7,6,1,435,0,6.59,0,2,0,1,0.6,0.3,1,0,0.4,1.3,1.7,25.3,86.4,1.7,1.4,0.1,0.7,1.1,0.7,0.7,0.4,0,0
Zeki Amdouni,Mohamed Zeki Amdouni,Z. Amdouni,https://cdn.futbin.com/content/fifa24/img/players/262642.png,185,174,"ST,CAM",2000-12-04,€9.5M,€37K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,25,2023-07-19,2028,https://cdn.sofifa.net/flags/ch.png,262642.0,1796,11,11,0,750,0,6.59,0,1,1,0,1.7,1.4,1.8,0.1,0.8,2.3,0.4,15.5,83.5,0,0.6,0.2,1.2,0.3,0.6,0.4,0.5,0.3,0
Josh Brownhill,Josh Brownhill,J. Brownhill,https://cdn.futbin.com/content/fifa24/img/players/220659.png,180,152,"CM,CAM,CDM",1995-12-19,€6.5M,€42K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,8,2020-01-30,2024,https://cdn.sofifa.net/flags/gb-eng.png,220659.0,1796,11,8,3,781,0,6.57,0,1,2,0,0.9,0.1,0.8,0.1,0.5,0.5,1.1,31.7,79.4,0.5,1.3,0,1.5,1,1.1,1.3,0.3,0.2,0
Lyle Foster,Lyle Brent Foster,L. Foster,https://cdn.futbin.com/content/fifa24/img/players/241173.png,185,154,"ST,RM",2000-09-03,€3.2M,€20K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,17,2023-01-25,2027,https://cdn.sofifa.net/flags/za.png,241173.0,1796,7,7,0,611,0,6.56,1,0,3,2,1.4,0.6,0.7,1,1.6,3.6,0.9,19.6,71.5,0,0.9,0,1,0.1,1.4,1.6,0.6,0.1,0
Jordan Beyer,Louis Jordan Beyer,J. Beyer,https://cdn.futbin.com/content/fifa24/img/players/242660.png,187,176,CB,2000-05-19,€10.5M,€33K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,5,2023-05-10,2027,https://cdn.sofifa.net/flags/de.png,242660.0,1796,8,8,0,682,0,6.51,0,3,0,0,0.1,0.3,0.5,0,0.1,0.4,0.3,63.1,90.5,0,2.9,0,2.6,1.4,0.6,4.6,0.9,0.9,0
Dara O'Shea,Dara Joseph O'Shea,D. O'Shea,https://cdn.futbin.com/content/fifa24/img/players/235405.png,188,163,"CB,RB",1999-03-04,€3.4M,€25K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,2,2023-06-23,2027,https://cdn.sofifa.net/flags/ie.png,235405.0,1796,8,7,1,675,0,6.49,0,0,0,1,0.4,0,0.4,0,0,0.3,0.4,63.6,83.5,0.1,3.5,0,0.8,1.8,0.9,4.5,0.4,1.4,0
Wilson Odobert,Wilson Odobert,W. Odobert,https://cdn.futbin.com/content/fifa24/img/players/270579.png,182,165,"LW,LM,RM",2004-11-28,€2.8M,€8K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,47,2023-08-12,2028,https://cdn.sofifa.net/flags/fr.png,270579.0,1796,5,2,3,162,0,6.48,0,1,1,0,1.2,1.2,0.4,0,0.2,1,0.8,8.8,84.1,0,0,0,0.6,0,0.2,0.2,0.4,0,0
Josh Cullen,Joshua Jon Cullen,J. Cullen,https://cdn.futbin.com/content/fifa24/img/players/228151.png,175,154,"CDM,CM",1996-04-07,€8M,€40K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,24,2022-07-12,2026,https://cdn.sofifa.net/flags/ie.png,228151.0,1796,10,10,0,841,1,6.46,0,5,0,1,0.3,0.1,2.3,0,0.5,0.3,0.6,52.5,85.9,0.1,1.4,0.2,1.6,0.7,1.3,1.1,0.7,0.7,0
James Trafford,James Trafford,J. Trafford,https://cdn.futbin.com/content/fifa24/img/players/263063.png,192,198,GK,2002-10-10,€4M,€14K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,1,2023-07-20,2028,https://cdn.sofifa.net/flags/gb-eng.png,263063.0,1796,12,12,0,1080,0,6.45,0,1,0,0,0,0,0.3,0,0,0,0,48.5,70.8,0,6.7,0,0.2,0.1,0,1.1,0,0,0
Charlie Taylor,Charlie Taylor,C. Taylor,https://cdn.futbin.com/content/fifa24/img/players/204760.png,185,154,"CB,LB",1993-09-18,€2.5M,€34K,left,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,3,2017-07-06,2024,https://cdn.sofifa.net/flags/gb-eng.png,204760.0,1796,9,9,0,810,0,6.44,0,3,1,0,0.7,0.4,0.6,0,0.4,1.1,0.3,45,81.2,0.2,3.2,0,1.3,0.8,1.1,2.3,0.8,0.7,0
Sander Berge,Sander Gard Bolin Berge,S. Berge,https://cdn.futbin.com/content/fifa24/img/players/228092.png,195,212,CM,1998-02-18,€8M,€40K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,16,2023-08-09,2027,https://cdn.sofifa.net/flags/no.png,228092.0,1796,12,9,3,793,0,6.41,0,2,0,1,0.4,0.5,0.4,0.1,0.8,0.5,0.5,30.6,88,0,1.5,0,1.3,0.5,0.8,1.2,0.5,0.6,0
Luca Koleosho,Luca Koleosho,Luca Koleosho,,0,0,,,,,,Burnley,,,,,,,,12,10,2,791,0,6.30,0,0,0,1,1.5,2.4,0.8,0.6,1.1,1.4,0.8,16.8,73.6,0.2,0.1,0,0.5,0.2,1,0,0.5,0,0
Hannes Delcroix,Hannes Delcroix,H. Delcroix,https://cdn.futbin.com/content/fifa24/img/players/237440.png,183,172,"CB,LB",1999-02-28,€3.2M,€25K,left,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,44,2023-08-22,2026,https://cdn.sofifa.net/flags/be.png,237440.0,1796,6,2,4,239,0,6.20,0,1,0,0,0.7,0,0,0,0.2,0.2,0.3,32.3,91.8,0,0.8,0,0.5,1,0.5,1,0,0.2,0
Jacob Bruun Larsen,Jacob Bruun Larsen,J. Larsen,https://cdn.futbin.com/content/fifa24/img/players/227503.png,183,170,"ST,LM",1998-09-19,€4.7M,€25K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,34,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/dk.png,227503.0,1796,11,0,11,183,0,6.19,0,0,1,0,0.5,0.5,0.1,0.4,0.3,0.5,0.3,6,87.9,0,0.2,0,0.2,0.1,0.5,0.3,0.2,0,0
Aaron Ramsey,Aaron Ramsey,A. Ramsey,https://cdn.futbin.com/content/fifa24/img/players/266270.png,181,161,"LM,CM,CAM",2003-01-21,€3.8M,€18K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,21,2023-08-22,2028,https://cdn.sofifa.net/flags/gb-eng.png,266270.0,1796,6,2,4,217,0,6.18,0,0,0,0,0.3,0.3,0.3,0,0.8,1,0.2,11.2,85.1,0,0.5,0.2,1.2,0,0.3,0.5,0.5,0,0
Michael Obafemi,Michael Obafemi,M. Obafemi,https://cdn.futbin.com/content/fifa24/img/players/242265.png,169,157,ST,2000-07-06,€2.9M,€20K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,45,2023-07-01,2026,https://cdn.sofifa.net/flags/ie.png,242265.0,1796,1,0,1,5,0,6.15,0,0,0,0,1,1,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
Jay Rodríguez,Jay Rodríguez,Jay Rodríguez,,0,0,,,,,,Burnley,,,,,,,,7,2,5,293,0,6.13,0,0,0,0,1.4,0.3,0.1,0.6,0.4,0.6,0.1,9.4,60.6,0,0.1,0,0.6,0.1,0.7,0.6,0.3,0.1,0
Benson Manuel,Benson Manuel Hedilazio,B. Manuel,https://cdn.futbin.com/content/fifa24/img/players/222724.png,166,154,"RM,RW",1997-03-28,€5M,€39K,left,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,10,2022-08-04,2027,https://cdn.sofifa.net/flags/be.png,222724.0,1796,3,1,2,66,0,6.12,0,0,0,0,0.7,1,0.3,0,0.3,0.7,0,6.3,94.7,0,0,0,0.7,0,0.3,0,0,0,0
Nathan Redmond,Nathan Redmond,N. Redmond,https://cdn.futbin.com/content/fifa24/img/players/198719.png,173,152,"RM,LM,ST",1994-03-06,€10.5M,€49K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,15,2023-07-21,2025,https://cdn.sofifa.net/flags/gb-eng.png,198719.0,1796,6,0,6,89,0,6.08,0,0,0,0,0,0.3,0.3,0.2,0.2,0.2,0.3,6.3,65.8,0.2,0.3,0,0.3,0,0.2,0.2,0.2,0,0
Jack Cork,Jack Cork,J. Cork,https://cdn.futbin.com/content/fifa24/img/players/169706.png,184,165,"CDM,CM",1989-06-25,€1M,€33K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,4,2017-07-11,2024,https://cdn.sofifa.net/flags/gb-eng.png,169706.0,1796,1,0,1,16,0,6.05,0,0,0,0,0,0,0,0,0,0,0,15,60,0,1,0,1,0,1,0,2,0,0
Mike Trésor,Mike Trésor Ndayishimiye,M. Trésor,https://cdn.futbin.com/content/fifa24/img/players/253150.png,172,146,"LM,CAM",1999-05-28,€20M,€17K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,31,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/be.png,253150.0,1796,6,2,4,223,0,6.01,0,0,0,0,0.5,0.2,0,0.2,0.3,0.5,0.7,13.2,81,0.2,0,0,0.7,0,0,0.2,0.7,0,0
Connor Roberts,Connor Roberts,C. Roberts,https://cdn.futbin.com/content/fifa24/img/players/225147.png,175,168,"RB,RWB",1995-09-23,€5.5M,€38K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,14,2021-08-31,2025,https://cdn.sofifa.net/flags/gb-wls.png,225147.0,1796,9,8,1,735,0,5.97,1,2,0,1,0,0,0.9,0,0.1,0.3,0.7,43.1,85.1,0.2,1.2,0,1.1,0.4,0.4,2.2,0.8,0.6,0
Ameen Al Dakhil,Ameen Al Dakhil,A. Al Dakhil,https://cdn.futbin.com/content/fifa24/img/players/263573.png,187,154,CB,2002-03-06,€4.9M,€21K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,28,2023-01-13,2026,https://cdn.sofifa.net/flags/be.png,263573.0,1796,10,10,0,856,0,5.95,0,1,0,0,0.5,0.2,0.4,0,0.6,0.4,0.1,53.9,85.9,0.1,1.8,0.2,0.9,0.8,0.6,2.8,0.8,0.4,1
Vitinho,Victor Vinícius Coelho dos Santos,Vitinho,https://cdn.futbin.com/content/fifa24/img/players/208008.png,180,172,"CF,ST,LM",1993-10-09,€1.9M,€21K,right,Al Ettifaq,https://cdn.sofifa.net/meta/team/10010/60.png,27,2022-08-29,2025,https://cdn.sofifa.net/flags/br.png,208008.0,112096,6,5,1,421,0,5.80,0,0,0,0,0.2,0.3,0.8,0,1,0.8,0.5,28,79.2,0,0.8,0,0.8,0.3,0.7,1.5,1,0.2,0
Anass Zaroury,Anass Zaroury,A. Zaroury,https://cdn.futbin.com/content/fifa24/img/players/260843.png,178,150,"LM,ST",2000-11-07,€9.5M,€34K,right,Burnley,https://cdn.sofifa.net/meta/team/27/60.png,19,2022-08-30,2028,https://cdn.sofifa.net/flags/ma.png,260843.0,1796,4,1,3,126,0,5.74,1,0,0,0,0.8,0.3,0.5,0,0.5,0.5,0.5,11.5,69.6,0.5,0.5,0,0,0,1,0.3,1,0,0
Conor Gallagher,Conor Gallagher,C. Gallagher,https://cdn.futbin.com/content/fifa24/img/players/238216.png,182,163,"CM,CDM",2000-02-06,€21M,€81K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,23,2017-02-07,2025,https://cdn.sofifa.net/flags/gb-eng.png,238216.0,5,12,12,0,1037,0,7.27,0,1,0,4,1,1.1,1.4,0.1,0.8,1.9,1.6,53.8,90.7,0.4,1.7,0.2,2.8,1.6,2.2,0.6,1.3,0.2,0
Raheem Sterling,Raheem Sterling,R. Sterling,https://cdn.futbin.com/content/fifa24/img/players/202652.png,170,152,"LW,RW,ST",1994-12-08,€36.5M,€155K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,7,2022-07-13,2027,https://cdn.sofifa.net/flags/gb-eng.png,202652.0,5,12,11,1,993,2,7.10,0,3,4,1,2,2.4,1.9,0.5,1.7,1.8,1.3,27.5,78.5,0.5,0.1,0.1,0.9,0.3,1,0.2,0.8,0,0
Nicolas Jackson,Nicolas Jackson,N. Jackson,https://cdn.futbin.com/content/fifa24/img/players/259197.png,186,172,ST,2001-06-20,€29M,€89K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,15,2023-07-01,2027,https://cdn.sofifa.net/flags/sn.png,259197.0,5,11,9,2,850,1,6.99,0,7,6,0,3,1.7,0.8,0.7,1.8,3,0.7,17.3,79.5,0,0.1,0,0.5,0.2,0.9,0.6,0.5,0.2,0
Cole Palmer,Cole Palmer,C. Palmer,https://cdn.futbin.com/content/fifa24/img/players/257534.png,189,163,"RW,CAM",2002-05-06,€2.5M,€23K,left,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,20,2023-09-01,2030,https://cdn.sofifa.net/flags/gb-eng.png,257534.0,5,9,6,3,595,0,6.98,0,3,4,2,2.1,0.9,0.9,0.2,1.7,1.7,1.6,37,83.8,0.2,2.2,0.6,0.6,0.7,0.7,0.1,0.4,0,0
Thiago Silva,Thiago Emiliano da Silva,Thiago Silva,https://cdn.futbin.com/content/fifa24/img/players/164240.png,183,174,CB,1984-09-22,€7.5M,€100K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,6,2020-08-28,2024,https://cdn.sofifa.net/flags/br.png,164240.0,5,12,12,0,1080,0,6.85,0,2,1,0,0.5,0.1,0.3,0,0,0.2,0.3,80.1,95.6,0,4.3,0,1.1,0.9,0.4,3.8,0.4,0.8,0
Levi Colwill,Levi Samuels Colwill,L. Colwill,https://cdn.futbin.com/content/fifa24/img/players/262859.png,187,176,"CB,LB",2003-02-26,€8.5M,€47K,left,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,26,2020-02-26,2029,https://cdn.sofifa.net/flags/gb-eng.png,262859.0,5,11,11,0,936,1,6.83,0,1,0,1,0.5,0.4,0.6,0.4,0.3,1.1,0.4,54.9,82.8,0,2.3,0.1,1.7,1.1,0.8,2.5,0.2,0.5,0
Enzo Fernández,Enzo Jeremías Fernández,E. Fernández,https://cdn.futbin.com/content/fifa24/img/players/247090.png,178,168,"CM,CDM,CAM",2001-01-17,€58M,€120K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,8,2023-01-31,2031,https://cdn.sofifa.net/flags/ar.png,247090.0,5,11,11,0,901,0,6.82,0,3,0,0,1.9,0.7,1.5,0.2,1.2,1,1.3,65.4,89.6,0.5,4.7,0.5,1.6,0.4,1,0.6,1.5,0.5,0
Reece James,Reece James,R. James,https://cdn.futbin.com/content/fifa24/img/players/238074.png,178,192,"RB,RWB",1999-12-08,€50.5M,€120K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,24,2017-03-03,2028,https://cdn.sofifa.net/flags/gb-eng.png,238074.0,5,5,3,2,246,0,6.79,0,0,0,1,1,0.6,0.2,0.2,0.6,1,1.4,32.4,86.4,0.8,1.8,0.4,1.8,0.2,0.2,0.8,0.4,0.2,0
Marc Cucurella,Marc Cucurella,Marc Cucurella,,0,0,,,,,,Chelsea,,,,,,,,6,5,1,486,0,6.79,0,4,0,0,0.5,0.2,1.3,0.2,0.2,0.5,0.7,51.3,88.3,0,1.3,0,3.3,1.2,1.2,2.2,1.3,0.3,0
Ben Chilwell,Ben Chilwell,B. Chilwell,https://cdn.futbin.com/content/fifa24/img/players/229984.png,180,170,"LB,LWB",1996-12-21,€31M,€105K,left,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,21,2020-08-26,2027,https://cdn.sofifa.net/flags/gb-eng.png,229984.0,5,6,4,2,338,0,6.63,0,3,0,1,1.2,0.7,1.2,0.2,0.7,2.2,1.5,26.3,77.2,1.2,0.3,0,0.8,0.5,1,0.5,0.3,0,0
Axel Disasi,Axel Arthur Disasi,A. Disasi,https://cdn.futbin.com/content/fifa24/img/players/229942.png,190,190,CB,1998-03-11,€23M,€89K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,2,2023-08-04,2029,https://cdn.sofifa.net/flags/fr.png,229942.0,5,11,11,0,967,1,6.63,0,2,1,0,0.7,0.3,0.5,0.3,0.5,0.3,0.2,82.3,91.7,0,1.6,0.1,0.6,0.4,0.5,2.8,0.3,0.7,0
Moisés Caicedo,Moisés Isaac Caicedo Corozo,M. Caicedo,https://cdn.futbin.com/content/fifa24/img/players/256079.png,178,157,"CDM,CM",2001-11-02,€29.5M,€71K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,25,2023-08-14,2031,https://cdn.sofifa.net/flags/ec.png,256079.0,5,10,9,1,806,0,6.63,0,3,0,0,0.4,0.7,1.3,0,0.5,1,0.6,54,91.7,0,3.1,0,1.6,0.7,1.7,0.7,0.5,0.5,0
Robert Sánchez,Robert Lynch Sánchez,Robert Sánchez,https://cdn.futbin.com/content/fifa24/img/players/228789.png,197,187,GK,1997-11-18,€18M,€71K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,1,2023-08-05,2030,https://cdn.sofifa.net/flags/es.png,228789.0,5,12,12,0,1080,1,6.60,0,1,0,0,0,0,0.1,0,0,0.1,0,31,80.6,0,4.8,0,0,0,0,0.8,0,0,0
Carney Chukwuemeka,Carney Chibueze Chukwuemeka,C. Chukwuemeka,https://cdn.futbin.com/content/fifa24/img/players/259356.png,187,154,"CM,CAM,LW",2003-10-20,€1.8M,€12K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,17,2022-08-02,2028,https://cdn.sofifa.net/flags/gb-eng.png,259356.0,5,2,2,0,127,0,6.55,0,2,1,0,0.5,0.5,0.5,0,1,0,0.5,30.5,88.5,0,0.5,0,0.5,0,1,0,0.5,0,0
Malo Gusto,Malo Gusto,M. Gusto,https://cdn.futbin.com/content/fifa24/img/players/259307.png,179,154,RB,2003-05-19,€15.5M,€53K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,27,2023-01-30,2030,https://cdn.sofifa.net/flags/fr.png,259307.0,5,9,6,3,541,0,6.54,1,1,0,2,0.6,0.8,0.7,0.1,0.3,1.3,0.3,44.3,90.2,0.2,0.8,0,1.9,0.3,1,0.9,0.6,0.1,0
Mykhailo Mudryk,Mykhailo Mudryk,M. Mudryk,https://cdn.futbin.com/content/fifa24/img/players/246340.png,175,134,"LW,LM",2001-01-05,€12.5M,€74K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,10,2023-01-15,2031,https://cdn.sofifa.net/flags/ua.png,246340.0,5,10,4,6,368,0,6.52,0,2,2,0,0.6,0.8,0.6,0.1,0.4,1.6,0.6,10.2,72.5,0.4,0.2,0.1,0.9,0.2,0.6,0.2,0.6,0,0
Armando Broja,Armando Broja,A. Broja,https://cdn.futbin.com/content/fifa24/img/players/256268.png,191,165,ST,2001-09-10,€12.5M,€64K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,19,2020-02-25,2028,https://cdn.sofifa.net/flags/al.png,256268.0,5,4,2,2,123,0,6.45,0,0,1,0,1,0.8,0.8,1,0.5,0.8,0,6,87.5,0,0,0,0.5,0,0.3,0.3,0,0,0
Lesley Ugochukwu,Lesley Chimuanya Ugochukwu,L. Ugochukwu,https://cdn.futbin.com/content/fifa24/img/players/257084.png,191,194,"CM,CDM",2004-03-26,€6.5M,€37K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,16,2023-08-01,2030,https://cdn.sofifa.net/flags/fr.png,257084.0,5,8,1,7,143,0,6.17,0,1,0,0,0,0.4,0,0,0.3,0.4,0.1,12.1,84.5,0,0.4,0,0.6,0,0.3,0.3,0.4,0.1,0
Ian Maatsen,Ian Ethan Maatsen,I. Maatsen,https://cdn.futbin.com/content/fifa24/img/players/248465.png,168,126,"LB,LWB",2002-03-10,€9M,€47K,left,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,29,2018-09-25,2024,https://cdn.sofifa.net/flags/nl.png,248465.0,5,7,0,7,107,0,6.14,0,1,0,0,0.4,0,0.1,0,0.6,0.6,0.3,9.7,72.1,0.3,0.1,0,0.4,0.3,0.4,0.4,0.1,0,0
Noni Madueke,Chukwunonso Tristan Madueke,N. Madueke,https://cdn.futbin.com/content/fifa24/img/players/254796.png,182,161,"RW,RM",2002-03-10,€23.5M,€72K,left,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,11,2023-01-21,2030,https://cdn.sofifa.net/flags/gb-eng.png,254796.0,5,5,1,4,118,0,6.06,0,0,0,0,1,0.2,0.4,0,0.6,1.4,0.4,15,90.7,0.2,0,0,0,0,0.4,0.2,0.2,0,0
Alex Matos,Alex Matos,Alex Matos,,0,0,,,,,,Chelsea,,,,,,,,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Burstow,Mason Burstow,M. Burstow,https://cdn.futbin.com/content/fifa24/img/players/265777.png,187,187,ST,2003-08-04,€525K,€4K,right,Sunderland,https://cdn.sofifa.net/meta/team/3/60.png,11,2022-02-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,265777.0,106,2,0,2,8,0,5.95,0,0,0,0,0,0,0,0,0,0.5,0,2,75,0,0,0,0,0,0,0,0,0,0
Deivid Washington,Deivid W. de Souza Eugênio,Deivid Washington,https://cdn.futbin.com/content/fifa24/img/players/277795.png,187,163,"ST,LW",2005-06-05,€2.6M,€12K,right,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,36,2023-08-24,2030,https://cdn.sofifa.net/flags/br.png,277795.0,5,1,0,1,9,0,5.94,0,0,0,0,1,0,0,0,1,0,0,1,100,0,0,0,1,0,0,0,1,0,0
Eberechi Eze,Eberechi Eze,E. Eze,https://cdn.futbin.com/content/fifa24/img/players/235794.png,178,148,"CAM,CM,LW",1998-06-29,€31M,€48K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,10,2020-08-28,2025,https://cdn.sofifa.net/flags/gb-eng.png,235794.0,1799,9,8,1,750,1,7.45,0,2,2,1,3.2,3.4,1.9,0.1,2.1,3,2.3,29.1,85.9,1.7,0.3,0.2,1.9,0.2,1.4,0.1,1,0.1,0
Joachim Andersen,Joachim Andersen,J. Andersen,https://cdn.futbin.com/content/fifa24/img/players/224221.png,192,198,CB,1996-05-31,€15M,€39K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,16,2021-07-28,2026,https://cdn.sofifa.net/flags/dk.png,224221.0,1799,12,12,0,1080,3,7.28,0,2,2,1,0.8,0.6,0.8,0.1,0.1,0.3,0.8,62.3,83.8,0.4,6.5,0.1,1.4,1.1,0.9,6.1,0.3,0.8,0
Jordan Ayew,Jordan Pierre Ayew,J. Ayew,https://cdn.futbin.com/content/fifa24/img/players/197756.png,182,179,"RM,LM",1991-09-11,€3.5M,€33K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,9,2019-07-25,2024,https://cdn.sofifa.net/flags/gh.png,197756.0,1799,12,12,0,1015,2,7.02,0,4,1,3,1.8,2.2,3.4,0.3,3,2.6,0.8,28.9,80.7,0.3,0.2,0,2.1,0.7,1.8,0.5,0.8,0.1,0
Jefferson Lerma,Jefferson Andrés Lerma Solís,J. Lerma,https://cdn.futbin.com/content/fifa24/img/players/213991.png,179,154,"CDM,CM",1994-10-25,€9.5M,€38K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,8,2023-07-01,2026,https://cdn.sofifa.net/flags/co.png,213991.0,1799,8,8,0,706,1,6.99,0,1,0,1,0.9,0.4,1.4,0,0.5,0.6,1.4,45.8,81.7,0,1,0.1,1.4,2,1.3,2.3,0.8,0.1,0
